C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\center_2017_09_08_08_18_56_135.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\left_2017_09_08_08_18_56_135.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\right_2017_09_08_08_18_56_135.jpg,0,0,0,3.56E-06
C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\center_2017_09_08_08_18_56_271.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\left_2017_09_08_08_18_56_271.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\right_2017_09_08_08_18_56_271.jpg,0,0,0,1.13E-06
C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\center_2017_09_08_08_18_56_406.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\left_2017_09_08_08_18_56_406.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\right_2017_09_08_08_18_56_406.jpg,0,0,0,2.98E-07
C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\center_2017_09_08_08_18_56_542.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\left_2017_09_08_08_18_56_542.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\right_2017_09_08_08_18_56_542.jpg,0,0,0,4.17E-06
C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\center_2017_09_08_08_18_56_678.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\left_2017_09_08_08_18_56_678.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\right_2017_09_08_08_18_56_678.jpg,0,0,0,5.05E-06
C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\center_2017_09_08_08_18_56_812.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\left_2017_09_08_08_18_56_812.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\right_2017_09_08_08_18_56_812.jpg,0,0,0,3.06E-07
C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\center_2017_09_08_08_18_56_965.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\left_2017_09_08_08_18_56_965.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\right_2017_09_08_08_18_56_965.jpg,0,0,0,1.99E-06
C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\center_2017_09_08_08_18_57_105.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\left_2017_09_08_08_18_57_105.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\right_2017_09_08_08_18_57_105.jpg,0,0,0,7.09E-06
C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\center_2017_09_08_08_18_57_229.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\left_2017_09_08_08_18_57_229.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\right_2017_09_08_08_18_57_229.jpg,0,0,0,5.74E-06
C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\center_2017_09_08_08_18_57_358.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\left_2017_09_08_08_18_57_358.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\right_2017_09_08_08_18_57_358.jpg,0,0,0,7.33E-06
C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\center_2017_09_08_08_18_57_495.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\left_2017_09_08_08_18_57_495.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\right_2017_09_08_08_18_57_495.jpg,0,0,0,3.14E-06
C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\center_2017_09_08_08_18_57_631.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\left_2017_09_08_08_18_57_631.jpg,C:\Users\Instrumentation\Desktop\windows_sim\data\IMG\right_2017_09_08_08_18_57_631.jpg,0,0,0,1.14E-05
